date,sa2_code,sa2_name,property_type,median,geometric_mean,arithmetic_mean,sua_code,sua_name,gcc_code,gcc_name,state
2024-07-27,308031219,ROCKHAMPTON SURROUNDS - NORTH,HOUSE,806782,778554,859334,3000,NOT IN ANY SIGNIFICANT URBAN AREA (QLD),3RQLD,REST OF QLD,QLD
2024-07-27,308031220,ROCKHAMPTON SURROUNDS - WEST,HOUSE,589942,552752,619642,3000,NOT IN ANY SIGNIFICANT URBAN AREA (QLD),3RQLD,REST OF QLD,QLD
2024-07-27,308031222,THE RANGE - ALLENSTOWN,HOUSE,480981,488100,537438,3014,ROCKHAMPTON,3RQLD,REST OF QLD,QLD
2024-07-27,308031222,THE RANGE - ALLENSTOWN,UNIT,355847,358893,387561,3014,ROCKHAMPTON,3RQLD,REST OF QLD,QLD
2024-07-27,308031223,YEPPOON,HOUSE,708883,713755,766574,3019,YEPPOON,3RQLD,REST OF QLD,QLD
2024-07-27,308031223,YEPPOON,UNIT,482669,485016,540580,3019,YEPPOON,3RQLD,REST OF QLD,QLD
2024-07-27,308041528,BANANA,HOUSE,235861,231313,259867,3000,NOT IN ANY SIGNIFICANT URBAN AREA (QLD),3RQLD,REST OF QLD,QLD
2024-07-27,308041529,BILOELA,HOUSE,352812,350513,375209,3000,NOT IN ANY SIGNIFICANT URBAN AREA (QLD),3RQLD,REST OF QLD,QLD
2024-07-27,308051530,AGNES WATER - MIRIAM VALE,HOUSE,587628,580272,661057,3000,NOT IN ANY SIGNIFICANT URBAN AREA (QLD),3RQLD,REST OF QLD,QLD
2024-07-27,308051530,AGNES WATER - MIRIAM VALE,UNIT,477571,480218,547702,3000,NOT IN ANY SIGNIFICANT URBAN AREA (QLD),3RQLD,REST OF QLD,QLD
2024-07-27,308051531,BOYNE ISLAND - TANNUM SANDS,HOUSE,522959,525636,555405,3006,GLADSTONE,3RQLD,REST OF QLD,QLD
2024-07-27,308051531,BOYNE ISLAND - TANNUM SANDS,UNIT,324751,327416,356014,3006,GLADSTONE,3RQLD,REST OF QLD,QLD
2024-07-27,308051533,CLINTON - NEW AUCKLAND,HOUSE,452863,446499,469195,3006,GLADSTONE,3RQLD,REST OF QLD,QLD
2024-07-27,308051533,CLINTON - NEW AUCKLAND,UNIT,279639,273813,295005,3006,GLADSTONE,3RQLD,REST OF QLD,QLD
2024-07-27,308051534,GLADSTONE,HOUSE,368799,368396,397533,3006,GLADSTONE,3RQLD,REST OF QLD,QLD
2024-07-27,308051534,GLADSTONE,UNIT,249756,251665,276731,3006,GLADSTONE,3RQLD,REST OF QLD,QLD
2024-07-27,308051535,GLADSTONE HINTERLAND,HOUSE,444679,435988,468092,3000,NOT IN ANY SIGNIFICANT URBAN AREA (QLD),3RQLD,REST OF QLD,QLD
2024-07-27,308051535,GLADSTONE HINTERLAND,UNIT,309911,305628,323641,3000,NOT IN ANY SIGNIFICANT URBAN AREA (QLD),3RQLD,REST OF QLD,QLD
2024-07-27,308051536,KIN KORA - SUN VALLEY,HOUSE,404674,402187,420006,3006,GLADSTONE,3RQLD,REST OF QLD,QLD
2024-07-27,308051538,TELINA - TOOLOOA,HOUSE,433435,429154,453399,3006,GLADSTONE,3RQLD,REST OF QLD,QLD
2024-07-27,308051538,TELINA - TOOLOOA,UNIT,320058,315463,337300,3006,GLADSTONE,3RQLD,REST OF QLD,QLD
2024-07-27,308051539,WEST GLADSTONE,HOUSE,373617,370804,389705,3006,GLADSTONE,3RQLD,REST OF QLD,QLD
2024-07-27,308051539,WEST GLADSTONE,UNIT,249902,248895,272249,3006,GLADSTONE,3RQLD,REST OF QLD,QLD
2024-07-27,309011224,BROADBEACH WATERS,HOUSE,2024498,2098333,2326649,3007,GOLD COAST - TWEED HEADS,3RQLD,REST OF QLD,QLD
2024-07-27,309011224,BROADBEACH WATERS,UNIT,998932,1063824,1255233,3007,GOLD COAST - TWEED HEADS,3RQLD,REST OF QLD,QLD
2024-07-27,309011225,BURLEIGH HEADS,HOUSE,1788681,1885990,2091347,3007,GOLD COAST - TWEED HEADS,3RQLD,REST OF QLD,QLD
2024-07-27,309011225,BURLEIGH HEADS,UNIT,1166589,1244206,1456028,3007,GOLD COAST - TWEED HEADS,3RQLD,REST OF QLD,QLD
2024-07-27,309011226,BURLEIGH WATERS,HOUSE,1494183,1534100,1632362,3007,GOLD COAST - TWEED HEADS,3RQLD,REST OF QLD,QLD
2024-07-27,309011226,BURLEIGH WATERS,UNIT,944668,954611,1015973,3007,GOLD COAST - TWEED HEADS,3RQLD,REST OF QLD,QLD
2024-07-27,309011227,MERMAID BEACH - BROADBEACH,HOUSE,2579304,2558075,2930355,3007,GOLD COAST - TWEED HEADS,3RQLD,REST OF QLD,QLD
2024-07-27,309011227,MERMAID BEACH - BROADBEACH,UNIT,1093308,1156198,1401312,3007,GOLD COAST - TWEED HEADS,3RQLD,REST OF QLD,QLD
2024-07-27,309011228,MERMAID WATERS,HOUSE,1732682,1805265,1959031,3007,GOLD COAST - TWEED HEADS,3RQLD,REST OF QLD,QLD
2024-07-27,309011228,MERMAID WATERS,UNIT,1061534,1119906,1277133,3007,GOLD COAST - TWEED HEADS,3RQLD,REST OF QLD,QLD
2024-07-27,309011229,MIAMI,HOUSE,1535392,1618822,1735913,3007,GOLD COAST - TWEED HEADS,3RQLD,REST OF QLD,QLD
2024-07-27,309011229,MIAMI,UNIT,1111487,1136084,1263432,3007,GOLD COAST - TWEED HEADS,3RQLD,REST OF QLD,QLD
2024-07-27,309021230,COOLANGATTA,HOUSE,1657949,1729717,1884228,3007,GOLD COAST - TWEED HEADS,3RQLD,REST OF QLD,QLD
2024-07-27,309021230,COOLANGATTA,UNIT,1378114,1427137,1677325,3007,GOLD COAST - TWEED HEADS,3RQLD,REST OF QLD,QLD
2024-07-27,309021231,CURRUMBIN - TUGUN,HOUSE,1370965,1519034,1701240,3007,GOLD COAST - TWEED HEADS,3RQLD,REST OF QLD,QLD
2024-07-27,309021231,CURRUMBIN - TUGUN,UNIT,1061939,1144180,1299808,3007,GOLD COAST - TWEED HEADS,3RQLD,REST OF QLD,QLD
2024-07-27,309021232,CURRUMBIN WATERS,HOUSE,1234252,1279472,1342832,3007,GOLD COAST - TWEED HEADS,3RQLD,REST OF QLD,QLD
2024-07-27,309021232,CURRUMBIN WATERS,UNIT,867699,858810,888106,3007,GOLD COAST - TWEED HEADS,3RQLD,REST OF QLD,QLD
2024-07-27,309021233,ELANORA,HOUSE,1229360,1252769,1303525,3007,GOLD COAST - TWEED HEADS,3RQLD,REST OF QLD,QLD
2024-07-27,309021233,ELANORA,UNIT,893065,881123,916779,3007,GOLD COAST - TWEED HEADS,3RQLD,REST OF QLD,QLD
2024-07-27,309021234,PALM BEACH,HOUSE,1572540,1668095,1802660,3007,GOLD COAST - TWEED HEADS,3RQLD,REST OF QLD,QLD
2024-07-27,309021234,PALM BEACH,UNIT,1141558,1151444,1290055,3007,GOLD COAST - TWEED HEADS,3RQLD,REST OF QLD,QLD
2024-07-27,309031235,ARUNDEL,HOUSE,1048773,1086605,1145346,3007,GOLD COAST - TWEED HEADS,3RQLD,REST OF QLD,QLD
2024-07-27,309031235,ARUNDEL,UNIT,644164,642135,658812,3007,GOLD COAST - TWEED HEADS,3RQLD,REST OF QLD,QLD
2024-07-27,309031236,BIGGERA WATERS,HOUSE,1267823,1359357,1519672,3007,GOLD COAST - TWEED HEADS,3RQLD,REST OF QLD,QLD
2024-07-27,309031236,BIGGERA WATERS,UNIT,749721,778275,850321,3007,GOLD COAST - TWEED HEADS,3RQLD,REST OF QLD,QLD
2024-07-27,309031237,COOMBABAH,HOUSE,928004,957364,1005968,3007,GOLD COAST - TWEED HEADS,3RQLD,REST OF QLD,QLD
2024-07-27,309031237,COOMBABAH,UNIT,731623,746207,785670,3007,GOLD COAST - TWEED HEADS,3RQLD,REST OF QLD,QLD
2024-07-27,309031238,LABRADOR,HOUSE,1009115,1033705,1083284,3007,GOLD COAST - TWEED HEADS,3RQLD,REST OF QLD,QLD
2024-07-27,309031238,LABRADOR,UNIT,725039,734186,780513,3007,GOLD COAST - TWEED HEADS,3RQLD,REST OF QLD,QLD
2024-07-27,309031239,PARADISE POINT - HOLLYWELL,HOUSE,1617570,1762490,2046433,3007,GOLD COAST - TWEED HEADS,3RQLD,REST OF QLD,QLD
2024-07-27,309031239,PARADISE POINT - HOLLYWELL,UNIT,1300019,1338227,1521897,3007,GOLD COAST - TWEED HEADS,3RQLD,REST OF QLD,QLD
2024-07-27,309031240,RUNAWAY BAY,HOUSE,1645019,1669547,1917063,3007,GOLD COAST - TWEED HEADS,3RQLD,REST OF QLD,QLD
2024-07-27,309031240,RUNAWAY BAY,UNIT,830620,863658,967574,3007,GOLD COAST - TWEED HEADS,3RQLD,REST OF QLD,QLD
2024-07-27,309041241,GUANABA - SPRINGBROOK,HOUSE,883126,947631,1044473,3000,NOT IN ANY SIGNIFICANT URBAN AREA (QLD),3RQLD,REST OF QLD,QLD
2024-07-27,309041242,TAMBORINE - CANUNGRA,HOUSE,967749,993617,1064923,3000,NOT IN ANY SIGNIFICANT URBAN AREA (QLD),3RQLD,REST OF QLD,QLD
2024-07-27,309041242,TAMBORINE - CANUNGRA,UNIT,655425,655149,709146,3000,NOT IN ANY SIGNIFICANT URBAN AREA (QLD),3RQLD,REST OF QLD,QLD
2024-07-27,309051243,CURRUMBIN VALLEY - TALLEBUDGERA,HOUSE,1633880,1666671,1808595,3007,GOLD COAST - TWEED HEADS,3RQLD,REST OF QLD,QLD
2024-07-27,309051243,CURRUMBIN VALLEY - TALLEBUDGERA,UNIT,1141976,1139625,1277934,3007,GOLD COAST - TWEED HEADS,3RQLD,REST OF QLD,QLD
2024-07-27,309051244,MUDGEERABA - BONOGIN,HOUSE,1115527,1155646,1221839,3007,GOLD COAST - TWEED HEADS,3RQLD,REST OF QLD,QLD
2024-07-27,309051244,MUDGEERABA - BONOGIN,UNIT,763369,760176,799451,3007,GOLD COAST - TWEED HEADS,3RQLD,REST OF QLD,QLD
2024-07-27,309051245,REEDY CREEK - ANDREWS,HOUSE,1348070,1347237,1416929,3007,GOLD COAST - TWEED HEADS,3RQLD,REST OF QLD,QLD
2024-07-27,309051245,REEDY CREEK - ANDREWS,UNIT,974236,960867,1029538,3007,GOLD COAST - TWEED HEADS,3RQLD,REST OF QLD,QLD
2024-07-27,309061246,CARRARA,HOUSE,1061681,1133698,1220173,3007,GOLD COAST - TWEED HEADS,3RQLD,REST OF QLD,QLD
2024-07-27,309061246,CARRARA,UNIT,867799,888009,965140,3007,GOLD COAST - TWEED HEADS,3RQLD,REST OF QLD,QLD
2024-07-27,309061247,HIGHLAND PARK,HOUSE,958357,988494,1028381,3007,GOLD COAST - TWEED HEADS,3RQLD,REST OF QLD,QLD
2024-07-27,309061248,NERANG - MOUNT NATHAN,HOUSE,899293,938268,985308,3007,GOLD COAST - TWEED HEADS,3RQLD,REST OF QLD,QLD
2024-07-27,309061248,NERANG - MOUNT NATHAN,UNIT,649923,646263,676019,3007,GOLD COAST - TWEED HEADS,3RQLD,REST OF QLD,QLD
2024-07-27,309061249,PACIFIC PINES - GAVEN,HOUSE,996747,1016948,1048720,3007,GOLD COAST - TWEED HEADS,3RQLD,REST OF QLD,QLD
2024-07-27,309061249,PACIFIC PINES - GAVEN,UNIT,685499,678240,694368,3007,GOLD COAST - TWEED HEADS,3RQLD,REST OF QLD,QLD
2024-07-27,309061250,WORONGARY - TALLAI,HOUSE,1369648,1404451,1536969,3007,GOLD COAST - TWEED HEADS,3RQLD,REST OF QLD,QLD
2024-07-27,309071251,COOMERA,HOUSE,816264,865948,947107,3007,GOLD COAST - TWEED HEADS,3RQLD,REST OF QLD,QLD
2024-07-27,309071251,COOMERA,UNIT,645322,655354,687270,3007,GOLD COAST - TWEED HEADS,3RQLD,REST OF QLD,QLD
2024-07-27,309071252,HELENSVALE,HOUSE,1012597,1050237,1177642,3007,GOLD COAST - TWEED HEADS,3RQLD,REST OF QLD,QLD
2024-07-27,309071252,HELENSVALE,UNIT,673054,678046,743641,3007,GOLD COAST - TWEED HEADS,3RQLD,REST OF QLD,QLD
2024-07-27,309071253,HOPE ISLAND,HOUSE,1427321,1500630,1761582,3007,GOLD COAST - TWEED HEADS,3RQLD,REST OF QLD,QLD
2024-07-27,309071253,HOPE ISLAND,UNIT,837448,879085,996099,3007,GOLD COAST - TWEED HEADS,3RQLD,REST OF QLD,QLD
2024-07-27,309071254,JACOBS WELL - ALBERTON,HOUSE,941548,987267,1062351,3000,NOT IN ANY SIGNIFICANT URBAN AREA (QLD),3RQLD,REST OF QLD,QLD
2024-07-27,309071254,JACOBS WELL - ALBERTON,UNIT,1291317,1302020,1463602,3000,NOT IN ANY SIGNIFICANT URBAN AREA (QLD),3RQLD,REST OF QLD,QLD
2024-07-27,309071256,OXENFORD - MAUDSLAND,HOUSE,984249,1011511,1065832,3007,GOLD COAST - TWEED HEADS,3RQLD,REST OF QLD,QLD
2024-07-27,309071256,OXENFORD - MAUDSLAND,UNIT,706309,712620,758393,3007,GOLD COAST - TWEED HEADS,3RQLD,REST OF QLD,QLD
2024-07-27,309071552,ORMEAU (EAST) - STAPYLTON,HOUSE,866244,868246,897421,3007,GOLD COAST - TWEED HEADS,3RQLD,REST OF QLD,QLD
2024-07-27,309071552,ORMEAU (EAST) - STAPYLTON,UNIT,574825,515640,555638,3007,GOLD COAST - TWEED HEADS,3RQLD,REST OF QLD,QLD
2024-07-27,309071553,ORMEAU (WEST) - YATALA,HOUSE,924435,949382,990751,3007,GOLD COAST - TWEED HEADS,3RQLD,REST OF QLD,QLD
2024-07-27,309071553,ORMEAU (WEST) - YATALA,UNIT,667979,662496,679802,3007,GOLD COAST - TWEED HEADS,3RQLD,REST OF QLD,QLD
2024-07-27,309071554,PIMPAMA - NORTH,HOUSE,929197,938240,977671,3007,GOLD COAST - TWEED HEADS,3RQLD,REST OF QLD,QLD
2024-07-27,309071554,PIMPAMA - NORTH,UNIT,700664,710174,745392,3007,GOLD COAST - TWEED HEADS,3RQLD,REST OF QLD,QLD
2024-07-27,309071555,PIMPAMA - SOUTH,HOUSE,789757,797286,817738,3007,GOLD COAST - TWEED HEADS,3RQLD,REST OF QLD,QLD
2024-07-27,309071555,PIMPAMA - SOUTH,UNIT,639123,622474,639209,3007,GOLD COAST - TWEED HEADS,3RQLD,REST OF QLD,QLD
2024-07-27,309071556,UPPER COOMERA (SOUTH) - WONGAWALLAN,HOUSE,945900,958725,1008872,3007,GOLD COAST - TWEED HEADS,3RQLD,REST OF QLD,QLD
2024-07-27,309071556,UPPER COOMERA (SOUTH) - WONGAWALLAN,UNIT,808360,791138,846060,3007,GOLD COAST - TWEED HEADS,3RQLD,REST OF QLD,QLD
2024-07-27,309071557,UPPER COOMERA - NORTH,HOUSE,818626,822187,849307,3007,GOLD COAST - TWEED HEADS,3RQLD,REST OF QLD,QLD
2024-07-27,309071557,UPPER COOMERA - NORTH,UNIT,666155,655911,675577,3007,GOLD COAST - TWEED HEADS,3RQLD,REST OF QLD,QLD
2024-07-27,309071558,WILLOW VALE - PIMPAMA (WEST),HOUSE,805707,863759,908000,3007,GOLD COAST - TWEED HEADS,3RQLD,REST OF QLD,QLD
2024-07-27,309071558,WILLOW VALE - PIMPAMA (WEST),UNIT,671773,669037,681902,3007,GOLD COAST - TWEED HEADS,3RQLD,REST OF QLD,QLD
2024-07-27,309081259,CLEAR ISLAND WATERS,HOUSE,1981068,2030575,2249888,3007,GOLD COAST - TWEED HEADS,3RQLD,REST OF QLD,QLD
2024-07-27,309081259,CLEAR ISLAND WATERS,UNIT,913294,993432,1148407,3007,GOLD COAST - TWEED HEADS,3RQLD,REST OF QLD,QLD
2024-07-27,309081260,MERRIMAC,HOUSE,967832,981794,1021863,3007,GOLD COAST - TWEED HEADS,3RQLD,REST OF QLD,QLD
2024-07-27,309081260,MERRIMAC,UNIT,753372,753303,803715,3007,GOLD COAST - TWEED HEADS,3RQLD,REST OF QLD,QLD
2024-07-27,309081262,VARSITY LAKES,HOUSE,1120226,1148350,1207033,3007,GOLD COAST - TWEED HEADS,3RQLD,REST OF QLD,QLD
2024-07-27,309081262,VARSITY LAKES,UNIT,734546,729316,769023,3007,GOLD COAST - TWEED HEADS,3RQLD,REST OF QLD,QLD
2024-07-27,309081559,ROBINA - EAST,HOUSE,1248856,1280113,1351507,3007,GOLD COAST - TWEED HEADS,3RQLD,REST OF QLD,QLD
2024-07-27,309081559,ROBINA - EAST,UNIT,838074,835857,875498,3007,GOLD COAST - TWEED HEADS,3RQLD,REST OF QLD,QLD
2024-07-27,309081560,ROBINA - WEST,HOUSE,1097113,1126241,1176268,3007,GOLD COAST - TWEED HEADS,3RQLD,REST OF QLD,QLD
2024-07-27,309081560,ROBINA - WEST,UNIT,850077,859672,908663,3007,GOLD COAST - TWEED HEADS,3RQLD,REST OF QLD,QLD
2024-07-27,309091263,ASHMORE,HOUSE,1063375,1108253,1171983,3007,GOLD COAST - TWEED HEADS,3RQLD,REST OF QLD,QLD
2024-07-27,309091263,ASHMORE,UNIT,717177,725500,768499,3007,GOLD COAST - TWEED HEADS,3RQLD,REST OF QLD,QLD
2024-07-27,309091264,MOLENDINAR,HOUSE,1026572,1031371,1073144,3007,GOLD COAST - TWEED HEADS,3RQLD,REST OF QLD,QLD
2024-07-27,309091264,MOLENDINAR,UNIT,692467,679481,698655,3007,GOLD COAST - TWEED HEADS,3RQLD,REST OF QLD,QLD
2024-07-27,309091265,PARKWOOD,HOUSE,1045695,1057402,1102035,3007,GOLD COAST - TWEED HEADS,3RQLD,REST OF QLD,QLD
2024-07-27,309091540,SOUTHPORT - NORTH,HOUSE,986868,1010654,1059469,3007,GOLD COAST - TWEED HEADS,3RQLD,REST OF QLD,QLD
2024-07-27,309091540,SOUTHPORT - NORTH,UNIT,597052,598818,645075,3007,GOLD COAST - TWEED HEADS,3RQLD,REST OF QLD,QLD
2024-07-27,309091541,SOUTHPORT - SOUTH,HOUSE,1064076,1137375,1224657,3007,GOLD COAST - TWEED HEADS,3RQLD,REST OF QLD,QLD
2024-07-27,309091541,SOUTHPORT - SOUTH,UNIT,777405,793417,849015,3007,GOLD COAST - TWEED HEADS,3RQLD,REST OF QLD,QLD
2024-07-27,309101267,BENOWA,HOUSE,1608045,1673522,1885109,3007,GOLD COAST - TWEED HEADS,3RQLD,REST OF QLD,QLD
2024-07-27,309101267,BENOWA,UNIT,1071325,1104073,1266021,3007,GOLD COAST - TWEED HEADS,3RQLD,REST OF QLD,QLD
2024-07-27,309101268,BUNDALL,HOUSE,1861804,1933576,2189496,3007,GOLD COAST - TWEED HEADS,3RQLD,REST OF QLD,QLD
2024-07-27,309101268,BUNDALL,UNIT,724073,775326,902618,3007,GOLD COAST - TWEED HEADS,3RQLD,REST OF QLD,QLD
2024-07-27,309101269,MAIN BEACH,UNIT,1347514,1476816,1808860,3007,GOLD COAST - TWEED HEADS,3RQLD,REST OF QLD,QLD
2024-07-27,309101561,SURFERS PARADISE - NORTH,HOUSE,2802845,2776594,3289283,3007,GOLD COAST - TWEED HEADS,3RQLD,REST OF QLD,QLD
2024-07-27,309101561,SURFERS PARADISE - NORTH,UNIT,742972,777451,960209,3007,GOLD COAST - TWEED HEADS,3RQLD,REST OF QLD,QLD
2024-07-27,309101562,SURFERS PARADISE - SOUTH,HOUSE,2268984,2358008,2724004,3007,GOLD COAST - TWEED HEADS,3RQLD,REST OF QLD,QLD
2024-07-27,309101562,SURFERS PARADISE - SOUTH,UNIT,679694,736728,907172,3007,GOLD COAST - TWEED HEADS,3RQLD,REST OF QLD,QLD
2024-07-27,310011271,DARRA - SUMNER,HOUSE,788725,796462,820089,3002,BRISBANE,3GBRI,GREATER BRISBANE,QLD
2024-07-27,310011271,DARRA - SUMNER,UNIT,564640,557146,569381,3002,BRISBANE,3GBRI,GREATER BRISBANE,QLD
2024-07-27,310011272,DURACK,HOUSE,787883,789388,808518,3002,BRISBANE,3GBRI,GREATER BRISBANE,QLD
2024-07-27,310011272,DURACK,UNIT,552227,546754,556900,3002,BRISBANE,3GBRI,GREATER BRISBANE,QLD
2024-07-27,310011274,INALA - RICHLANDS,HOUSE,729115,735598,751199,3002,BRISBANE,3GBRI,GREATER BRISBANE,QLD
2024-07-27,310011274,INALA - RICHLANDS,UNIT,557224,553198,561179,3002,BRISBANE,3GBRI,GREATER BRISBANE,QLD
2024-07-27,310011275,OXLEY (QLD),HOUSE,958639,967796,1000105,3002,BRISBANE,3GBRI,GREATER BRISBANE,QLD
2024-07-27,310011275,OXLEY (QLD),UNIT,614596,604676,620423,3002,BRISBANE,3GBRI,GREATER BRISBANE,QLD
2024-07-27,310011276,WACOL,HOUSE,645623,648471,657164,3002,BRISBANE,3GBRI,GREATER BRISBANE,QLD
2024-07-27,310011276,WACOL,UNIT,487891,486548,491352,3002,BRISBANE,3GBRI,GREATER BRISBANE,QLD
2024-07-27,310011563,DOOLANDELLA,HOUSE,822331,830949,849896,3002,BRISBANE,3GBRI,GREATER BRISBANE,QLD
2024-07-27,310011563,DOOLANDELLA,UNIT,546388,542740,549773,3002,BRISBANE,3GBRI,GREATER BRISBANE,QLD
2024-07-27,310011564,FOREST LAKE - ELLEN GROVE,HOUSE,830786,849558,876141,3002,BRISBANE,3GBRI,GREATER BRISBANE,QLD
2024-07-27,310011564,FOREST LAKE - ELLEN GROVE,UNIT,562575,561830,572185,3002,BRISBANE,3GBRI,GREATER BRISBANE,QLD
2024-07-27,310021277,BOONAH,HOUSE,648867,663906,705841,3000,NOT IN ANY SIGNIFICANT URBAN AREA (QLD),3GBRI,GREATER BRISBANE,QLD
2024-07-27,310021278,ESK,HOUSE,545615,552620,574659,3000,NOT IN ANY SIGNIFICANT URBAN AREA (QLD),3GBRI,GREATER BRISBANE,QLD
2024-07-27,310021280,LOCKYER VALLEY - EAST,HOUSE,575248,575109,604341,3000,NOT IN ANY SIGNIFICANT URBAN AREA (QLD),3GBRI,GREATER BRISBANE,QLD
2024-07-27,310021281,LOWOOD,HOUSE,582100,577229,605491,3000,NOT IN ANY SIGNIFICANT URBAN AREA (QLD),3GBRI,GREATER BRISBANE,QLD
2024-07-27,310021281,LOWOOD,UNIT,420385,414679,430951,3000,NOT IN ANY SIGNIFICANT URBAN AREA (QLD),3GBRI,GREATER BRISBANE,QLD
2024-07-27,310021282,ROSEWOOD,HOUSE,614989,623878,661386,3002,BRISBANE,3GBRI,GREATER BRISBANE,QLD
2024-07-27,310031283,BRASSALL,HOUSE,680202,678002,698688,3002,BRISBANE,3GBRI,GREATER BRISBANE,QLD
2024-07-27,310031283,BRASSALL,UNIT,449352,443555,454461,3002,BRISBANE,3GBRI,GREATER BRISBANE,QLD
2024-07-27,310031284,BUNDAMBA,HOUSE,590626,584399,602744,3002,BRISBANE,3GBRI,GREATER BRISBANE,QLD
2024-07-27,310031284,BUNDAMBA,UNIT,403438,389643,408411,3002,BRISBANE,3GBRI,GREATER BRISBANE,QLD
2024-07-27,310031285,CHURCHILL - YAMANTO,HOUSE,663712,657022,680394,3002,BRISBANE,3GBRI,GREATER BRISBANE,QLD
2024-07-27,310031285,CHURCHILL - YAMANTO,UNIT,426503,410636,433727,3002,BRISBANE,3GBRI,GREATER BRISBANE,QLD
2024-07-27,310031286,IPSWICH - CENTRAL,HOUSE,662270,674761,708248,3002,BRISBANE,3GBRI,GREATER BRISBANE,QLD
2024-07-27,310031286,IPSWICH - CENTRAL,UNIT,470267,480322,516323,3002,BRISBANE,3GBRI,GREATER BRISBANE,QLD
2024-07-27,310031287,IPSWICH - EAST,HOUSE,611505,613373,634460,3002,BRISBANE,3GBRI,GREATER BRISBANE,QLD
2024-07-27,310031287,IPSWICH - EAST,UNIT,417573,415589,431625,3002,BRISBANE,3GBRI,GREATER BRISBANE,QLD
2024-07-27,310031288,IPSWICH - NORTH,HOUSE,753936,754765,777647,3002,BRISBANE,3GBRI,GREATER BRISBANE,QLD
2024-07-27,310031289,KARALEE - BARELLAN POINT,HOUSE,836736,832396,862475,3002,BRISBANE,3GBRI,GREATER BRISBANE,QLD
2024-07-27,310031290,KARANA DOWNS,HOUSE,855693,858394,879953,3002,BRISBANE,3GBRI,GREATER BRISBANE,QLD
2024-07-27,310031290,KARANA DOWNS,UNIT,584589,577452,590024,3002,BRISBANE,3GBRI,GREATER BRISBANE,QLD
2024-07-27,310031291,LEICHHARDT - ONE MILE,HOUSE,569022,565612,578418,3002,BRISBANE,3GBRI,GREATER BRISBANE,QLD
2024-07-27,310031291,LEICHHARDT - ONE MILE,UNIT,446551,440513,453635,3002,BRISBANE,3GBRI,GREATER BRISBANE,QLD
2024-07-27,310031292,NORTH IPSWICH - TIVOLI,HOUSE,586341,583802,603700,3002,BRISBANE,3GBRI,GREATER BRISBANE,QLD
2024-07-27,310031292,NORTH IPSWICH - TIVOLI,UNIT,396251,391387,418538,3002,BRISBANE,3GBRI,GREATER BRISBANE,QLD
2024-07-27,310031293,RACEVIEW,HOUSE,662694,659834,682101,3002,BRISBANE,3GBRI,GREATER BRISBANE,QLD
2024-07-27,310031293,RACEVIEW,UNIT,399655,386653,407656,3002,BRISBANE,3GBRI,GREATER BRISBANE,QLD
2024-07-27,310031294,RIPLEY,HOUSE,744413,741939,761102,3002,BRISBANE,3GBRI,GREATER BRISBANE,QLD
2024-07-27,310031295,RIVERVIEW,HOUSE,563341,559129,570897,3002,BRISBANE,3GBRI,GREATER BRISBANE,QLD
2024-07-27,310041297,CAMIRA - GAILES,HOUSE,706472,707368,732849,3002,BRISBANE,3GBRI,GREATER BRISBANE,QLD
2024-07-27,310041297,CAMIRA - GAILES,UNIT,475092,462469,488430,3002,BRISBANE,3GBRI,GREATER BRISBANE,QLD
2024-07-27,310041299,COLLINGWOOD PARK - REDBANK,HOUSE,695485,690689,707082,3002,BRISBANE,3GBRI,GREATER BRISBANE,QLD
2024-07-27,310041299,COLLINGWOOD PARK - REDBANK,UNIT,410755,410859,423208,3002,BRISBANE,3GBRI,GREATER BRISBANE,QLD
2024-07-27,310041300,GOODNA,HOUSE,621836,616634,632041,3002,BRISBANE,3GBRI,GREATER BRISBANE,QLD
2024-07-27,310041300,GOODNA,UNIT,399593,392807,405274,3002,BRISBANE,3GBRI,GREATER BRISBANE,QLD
2024-07-27,310041302,REDBANK PLAINS,HOUSE,671449,666010,680121,3002,BRISBANE,3GBRI,GREATER BRISBANE,QLD
2024-07-27,310041302,REDBANK PLAINS,UNIT,451663,442694,454985,3002,BRISBANE,3GBRI,GREATER BRISBANE,QLD
2024-07-27,310041303,SPRINGFIELD,HOUSE,784256,790435,809745,3002,BRISBANE,3GBRI,GREATER BRISBANE,QLD
2024-07-27,310041303,SPRINGFIELD,UNIT,528049,522863,534409,3002,BRISBANE,3GBRI,GREATER BRISBANE,QLD
2024-07-27,310041304,SPRINGFIELD LAKES,HOUSE,817576,828616,850849,3002,BRISBANE,3GBRI,GREATER BRISBANE,QLD
2024-07-27,310041565,AUGUSTINE HEIGHTS - BROOKWATER,HOUSE,930362,946877,990301,3002,BRISBANE,3GBRI,GREATER BRISBANE,QLD
2024-07-27,310041565,AUGUSTINE HEIGHTS - BROOKWATER,UNIT,909378,894820,1000854,3002,BRISBANE,3GBRI,GREATER BRISBANE,QLD
2024-07-27,310041566,BELLBIRD PARK,HOUSE,740325,743712,770656,3002,BRISBANE,3GBRI,GREATER BRISBANE,QLD
2024-07-27,310041566,BELLBIRD PARK,UNIT,424739,423782,439982,3002,BRISBANE,3GBRI,GREATER BRISBANE,QLD
2024-07-27,311011305,BEAUDESERT,HOUSE,639889,638195,670987,3002,BRISBANE,3GBRI,GREATER BRISBANE,QLD
2024-07-27,311011305,BEAUDESERT,UNIT,323495,316028,348433,3002,BRISBANE,3GBRI,GREATER BRISBANE,QLD
